path	mbid	rag_id	old_path	tonic	tonic_fine	len	rag_name	labels
data\RagaDataset\audio\e63679b8-d529-4815-9e58-aac403e079e1.wav	e63679b8-d529-4815-9e58-aac403e079e1	40dbe1db-858f-4366-bef8-9076eb67340d	data\RagaDataset/Hindustani/audio/40dbe1db-858f-4366-bef8-9076eb67340d/Satyasheel_Deshpande/Kahen/Tapan_Lagi_Gahare_e63679b8-d529-4815-9e58-aac403e079e1	147.682975	1.473421487637359633e+02	524.906625	Śuddh sāraṅg	8
data\RagaDataset\audio\ab50e3e6-e6cb-4faa-a5ad-f0a94de30f86.wav	ab50e3e6-e6cb-4faa-a5ad-f0a94de30f86	40dbe1db-858f-4366-bef8-9076eb67340d	data\RagaDataset/Hindustani/audio/40dbe1db-858f-4366-bef8-9076eb67340d/Bade_Ghulam_Ali_Khan/The_Great_Heritage:_Ustad_Bade_Ghulam_Ali_Khan/Raga_Shuddha_Sarang_ab50e3e6-e6cb-4faa-a5ad-f0a94de30f86	142.652351	1.416669792345499559e+02	1307.226625	Śuddh sāraṅg	8
data\RagaDataset\audio\3ce253e3-20a1-4148-b6c7-420a9784c242.wav	3ce253e3-20a1-4148-b6c7-420a9784c242	40dbe1db-858f-4366-bef8-9076eb67340d	data\RagaDataset/Hindustani/audio/40dbe1db-858f-4366-bef8-9076eb67340d/Jasraj/Legends:_Sangeet_Martand_Pandit_Jasraj_(Vol__2)/Raga_-_Shudh_Sarang_3ce253e3-20a1-4148-b6c7-420a9784c242	138.59	1.403623976045155928e+02	1203.3733125	Śuddh sāraṅg	8
data\RagaDataset\audio\6df73a9c-3978-4db0-af6a-7d833467234b.wav	6df73a9c-3978-4db0-af6a-7d833467234b	40dbe1db-858f-4366-bef8-9076eb67340d	data\RagaDataset/Hindustani/audio/40dbe1db-858f-4366-bef8-9076eb67340d/Veena_Sahasrabuddhe/Ritu_Chakra_Vol__3/Raga_Shudh_Sarang_6df73a9c-3978-4db0-af6a-7d833467234b	235.790162	2.347030936888783970e+02	1458.2334375	Śuddh sāraṅg	8
data\RagaDataset\audio\43688da7-80e9-4814-b486-b01534a6ed44.wav	43688da7-80e9-4814-b486-b01534a6ed44	40dbe1db-858f-4366-bef8-9076eb67340d	data\RagaDataset/Hindustani/audio/40dbe1db-858f-4366-bef8-9076eb67340d/Basavraj_Rajaguru/The_Genius_Of_Basavraj_Rajguru/Raga_Shuddh_Sarang_43688da7-80e9-4814-b486-b01534a6ed44	168.666118	1.681796939114261136e+02	931.239125	Śuddh sāraṅg	8
data\RagaDataset\audio\ed4b8208-d0bf-4269-b513-5799a9ae3884.wav	ed4b8208-d0bf-4269-b513-5799a9ae3884	40dbe1db-858f-4366-bef8-9076eb67340d	data\RagaDataset/Hindustani/audio/40dbe1db-858f-4366-bef8-9076eb67340d/Kumar_Gandharva/Pt__Kumar_Gandharva-Vocal/Naina_Na_Mane_Mora_ed4b8208-d0bf-4269-b513-5799a9ae3884	189.321316	1.885573675372112064e+02	455.31425	Śuddh sāraṅg	8
data\RagaDataset\audio\113d82be-a83c-4c43-9393-6377fcd982bf.wav	113d82be-a83c-4c43-9393-6377fcd982bf	46997b02-f09c-4969-8138-4e1861f61967	data\RagaDataset/Hindustani/audio/46997b02-f09c-4969-8138-4e1861f61967/Mallikarjun_Mansur/Rare_Ragas_-_Raag_Sree/Raag_Shree_113d82be-a83c-4c43-9393-6377fcd982bf	152.010417	1.525381589386486496e+02	2351.229375	Śrī	9
data\RagaDataset\audio\077d538e-545a-4098-8997-76742fb26d39.wav	077d538e-545a-4098-8997-76742fb26d39	46997b02-f09c-4969-8138-4e1861f61967	data\RagaDataset/Hindustani/audio/46997b02-f09c-4969-8138-4e1861f61967/C_R_Vyas/The_Eternal_Rhapsody/Raga_Shree_-_Alap_077d538e-545a-4098-8997-76742fb26d39	157.371053	1.572801781634680651e+02	97.4889375	Śrī	9
data\RagaDataset\audio\f3313201-ab83-4633-b463-60b862ab1a21.wav	f3313201-ab83-4633-b463-60b862ab1a21	46997b02-f09c-4969-8138-4e1861f61967	data\RagaDataset/Hindustani/audio/46997b02-f09c-4969-8138-4e1861f61967/Omkar_Dadarkar/Raag_Marwa_&_Shree/Raag_Shree_f3313201-ab83-4633-b463-60b862ab1a21	152.010417	1.520982470238296287e+02	2250.3063125	Śrī	9
data\RagaDataset\audio\928a430e-813e-48b0-8a23-566e74aa8dc9.wav	928a430e-813e-48b0-8a23-566e74aa8dc9	46997b02-f09c-4969-8138-4e1861f61967	data\RagaDataset/Hindustani/audio/46997b02-f09c-4969-8138-4e1861f61967/Kaustuv_Kanti_Ganguli/Raag_Shree/Raag_Shree_928a430e-813e-48b0-8a23-566e74aa8dc9	146.832384	1.470021094400231618e+02	3819.4035	Śrī	9
data\RagaDataset\audio\454f0c85-a41b-48c1-afa5-b4f5dbcb7947.wav	454f0c85-a41b-48c1-afa5-b4f5dbcb7947	46997b02-f09c-4969-8138-4e1861f61967	data\RagaDataset/Hindustani/audio/46997b02-f09c-4969-8138-4e1861f61967/Kaustuv_Kanti_Ganguli/Raag_Shree,_Lalit_Pancham_&_Bhairavi_Thumri/Raag_Shree_454f0c85-a41b-48c1-afa5-b4f5dbcb7947	146.832384	1.470021094400231618e+02	3969.6598125	Śrī	9
data\RagaDataset\audio\b3a43a82-b3c3-49bf-bd3d-db561c1ec355.wav	b3a43a82-b3c3-49bf-bd3d-db561c1ec355	46997b02-f09c-4969-8138-4e1861f61967	data\RagaDataset/Hindustani/audio/46997b02-f09c-4969-8138-4e1861f61967/Deborshee_Bhattacharya/Raag_Shree/Raag_Shree_b3a43a82-b3c3-49bf-bd3d-db561c1ec355	146.832384	1.471720310678640544e+02	3136.0260625	Śrī	9
data\RagaDataset\audio\f5999e30-d00d-4837-b9c6-5328768ae22d.wav	f5999e30-d00d-4837-b9c6-5328768ae22d	46997b02-f09c-4969-8138-4e1861f61967	data\RagaDataset/Hindustani/audio/46997b02-f09c-4969-8138-4e1861f61967/Kumar_Mardur/Classical_Essence/Raga_Shree_f5999e30-d00d-4837-b9c6-5328768ae22d	161.982376	1.619823759999999879e+02	1645.792625	Śrī	9
data\RagaDataset\audio\e2bfec5e-df30-42b5-9157-e4fd102a78a6.wav	e2bfec5e-df30-42b5-9157-e4fd102a78a6	48b37bed-e847-4882-8a01-5c721e07f07d	data\RagaDataset/Hindustani/audio/48b37bed-e847-4882-8a01-5c721e07f07d/Bhimsen_Joshi/Raagadhiraj/Ay_Piya_Bin_Kaise_Taroge_and_Eri_Aali_Piya_Bin_e2bfec5e-df30-42b5-9157-e4fd102a78a6	151.134901	1.508732309590123180e+02	1189.799125	Yaman kalyāṇ	10
data\RagaDataset\audio\e59642ca-72bc-466b-bf4b-d82bfbc7b4af.wav	e59642ca-72bc-466b-bf4b-d82bfbc7b4af	48b37bed-e847-4882-8a01-5c721e07f07d	data\RagaDataset/Hindustani/audio/48b37bed-e847-4882-8a01-5c721e07f07d/Ajoy_Chakrabarty/The_Genius_Of_Pt__Ajoy_Chakraborty/Raga_Yaman_e59642ca-72bc-466b-bf4b-d82bfbc7b4af	139.394167	1.393941670000000101e+02	1467.04	Yaman kalyāṇ	10
data\RagaDataset\audio\c76cadd9-9e7b-4e9e-96dc-f79a9a8eed78.wav	c76cadd9-9e7b-4e9e-96dc-f79a9a8eed78	48b37bed-e847-4882-8a01-5c721e07f07d	data\RagaDataset/Hindustani/audio/48b37bed-e847-4882-8a01-5c721e07f07d/Omkar_Dadarkar/Raag_Bahar,_Gaud_Malhar_&_Yaman/Raag_Yaman_c76cadd9-9e7b-4e9e-96dc-f79a9a8eed78	152.891004	1.528027161940100314e+02	1081.6401875	Yaman kalyāṇ	10
data\RagaDataset\audio\a2c54654-2699-489a-95ab-623fc903281a.wav	a2c54654-2699-489a-95ab-623fc903281a	48b37bed-e847-4882-8a01-5c721e07f07d	data\RagaDataset/Hindustani/audio/48b37bed-e847-4882-8a01-5c721e07f07d/Veena_Sahasrabuddhe/Celestial/Deo_daan_mohe_a2c54654-2699-489a-95ab-623fc903281a	234.432110	2.342967358046320214e+02	1984.679125	Yaman kalyāṇ	10
data\RagaDataset\audio\a7a805ef-66c7-47aa-ad38-371c13fa3761.wav	a7a805ef-66c7-47aa-ad38-371c13fa3761	48b37bed-e847-4882-8a01-5c721e07f07d	data\RagaDataset/Hindustani/audio/48b37bed-e847-4882-8a01-5c721e07f07d/Shashank_Maktedar/Hidden_Gems/Raga_Yaman_a7a805ef-66c7-47aa-ad38-371c13fa3761	155.563492	1.557433098399884841e+02	2289.1885625	Yaman kalyāṇ	10
data\RagaDataset\audio\aa93fca9-362d-4ea4-952f-65006746b888.wav	aa93fca9-362d-4ea4-952f-65006746b888	48b37bed-e847-4882-8a01-5c721e07f07d	data\RagaDataset/Hindustani/audio/48b37bed-e847-4882-8a01-5c721e07f07d/Bhimsen_Joshi/A_Rare_Treat/Yaman_Kalyan_aa93fca9-362d-4ea4-952f-65006746b888	139.394167	1.388316843284693789e+02	1274.7755	Yaman kalyāṇ	10
data\RagaDataset\audio\6acdbda5-8c44-4dd4-8aea-dc024c7f65b6.wav	6acdbda5-8c44-4dd4-8aea-dc024c7f65b6	48b37bed-e847-4882-8a01-5c721e07f07d	data\RagaDataset/Hindustani/audio/48b37bed-e847-4882-8a01-5c721e07f07d/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Are_Lalju_Ab_Tum_Kahey_Baat_Banawat_6acdbda5-8c44-4dd4-8aea-dc024c7f65b6	136.999458	1.373956998704832699e+02	1845.472625	Yaman kalyāṇ	10
data\RagaDataset\audio\230998b8-34e1-4d6c-bc96-e0ff95146ddb.wav	230998b8-34e1-4d6c-bc96-e0ff95146ddb	54c4214c-05b9-4acc-8f77-6d5786e43a2e	data\RagaDataset/Hindustani/audio/54c4214c-05b9-4acc-8f77-6d5786e43a2e/Bhimsen_Joshi/The_Essential_Collection/Rag_Maru_Bihag_Vilambit_Teental_230998b8-34e1-4d6c-bc96-e0ff95146ddb	139.394167	1.391528244831425809e+02	1662.0669375	Mārūbihāg	11
data\RagaDataset\audio\80c94c75-4175-40ca-9f23-4e5a04f5e9cb.wav	80c94c75-4175-40ca-9f23-4e5a04f5e9cb	54c4214c-05b9-4acc-8f77-6d5786e43a2e	data\RagaDataset/Hindustani/audio/54c4214c-05b9-4acc-8f77-6d5786e43a2e/Kaushiki_Chakrabarty/Kaushiki/Maru_Bihag_-_Ratiya_Hamari_-_Vilambit_Ektaal_80c94c75-4175-40ca-9f23-4e5a04f5e9cb	233	2.327309832649610257e+02	2346.9975	Mārūbihāg	11
data\RagaDataset\audio\7199a72c-c660-40dc-8cb9-bc941ae4e8a2.wav	7199a72c-c660-40dc-8cb9-bc941ae4e8a2	54c4214c-05b9-4acc-8f77-6d5786e43a2e	data\RagaDataset/Hindustani/audio/54c4214c-05b9-4acc-8f77-6d5786e43a2e/Sanjeev_Abhyankar/Khayal/Raga_Maru_Bihag_7199a72c-c660-40dc-8cb9-bc941ae4e8a2	141.013849	1.406884139292630209e+02	1754.0179375	Mārūbihāg	11
data\RagaDataset\audio\a4fa5d55-8ea5-47dc-b411-f3abe4ce5405.wav	a4fa5d55-8ea5-47dc-b411-f3abe4ce5405	54c4214c-05b9-4acc-8f77-6d5786e43a2e	data\RagaDataset/Hindustani/audio/54c4214c-05b9-4acc-8f77-6d5786e43a2e/Prabha_Atre/Night_Melodies/Kal_Nai_Aaye_and_Jagu_Main_Saari_Raina_a4fa5d55-8ea5-47dc-b411-f3abe4ce5405	233.081881	2.325439691639026591e+02	1253.3811875	Mārūbihāg	11
data\RagaDataset\audio\22e45ddb-9b88-406e-996a-2136730d72d4.wav	22e45ddb-9b88-406e-996a-2136730d72d4	54c4214c-05b9-4acc-8f77-6d5786e43a2e	data\RagaDataset/Hindustani/audio/54c4214c-05b9-4acc-8f77-6d5786e43a2e/Veena_Sahasrabuddhe/Khayal/Raga_Marubihag_22e45ddb-9b88-406e-996a-2136730d72d4	237.156080	2.363355822944268425e+02	1497.051375	Mārūbihāg	11
data\RagaDataset\audio\a0cfb64b-6744-477e-9a17-e335a08e604f.wav	a0cfb64b-6744-477e-9a17-e335a08e604f	54c4214c-05b9-4acc-8f77-6d5786e43a2e	data\RagaDataset/Hindustani/audio/54c4214c-05b9-4acc-8f77-6d5786e43a2e/Bhimsen_Joshi/The_Essential_Collection/Rag_Maru_Bihag_Drut_Teental_a0cfb64b-6744-477e-9a17-e335a08e604f	139.394167	1.394747074869675600e+02	400.06525	Mārūbihāg	11
data\RagaDataset\audio\fe91ccb2-499a-4d99-be22-3fdde04ee9aa.wav	fe91ccb2-499a-4d99-be22-3fdde04ee9aa	54c4214c-05b9-4acc-8f77-6d5786e43a2e	data\RagaDataset/Hindustani/audio/54c4214c-05b9-4acc-8f77-6d5786e43a2e/Bhimsen_Joshi/Swar_Shikhar/Raag_Marubihag_fe91ccb2-499a-4d99-be22-3fdde04ee9aa	141.013849	1.408510374753078906e+02	2779.715875	Mārūbihāg	11
data\RagaDataset\audio\56a5f6b7-67c0-4672-8eb5-4800ea004251.wav	56a5f6b7-67c0-4672-8eb5-4800ea004251	595de771-fcc2-414c-9df6-ae4ffd898549	data\RagaDataset/Hindustani/audio/595de771-fcc2-414c-9df6-ae4ffd898549/Amir_Khan/The_Great_Heritage:_Ustad_Amir_Khan/Raga_Hansdhwani_Jai_Maate_56a5f6b7-67c0-4672-8eb5-4800ea004251	143.478728	1.431476044236487724e+02	1196.506625	Hamsadhvāni	12
data\RagaDataset\audio\b142b865-8995-4ce5-aa98-4e0fc7d99d94.wav	b142b865-8995-4ce5-aa98-4e0fc7d99d94	595de771-fcc2-414c-9df6-ae4ffd898549	data\RagaDataset/Hindustani/audio/595de771-fcc2-414c-9df6-ae4ffd898549/Veena_Sahasrabuddhe/Bandish_Vol-1/Jabse_Laagi_Lagan_b142b865-8995-4ce5-aa98-4e0fc7d99d94	222.556277	2.224277605739738704e+02	241.371375	Hamsadhvāni	12
data\RagaDataset\audio\bb7a967a-4bb8-4cb8-9075-f2da540628e0.wav	bb7a967a-4bb8-4cb8-9075-f2da540628e0	595de771-fcc2-414c-9df6-ae4ffd898549	data\RagaDataset/Hindustani/audio/595de771-fcc2-414c-9df6-ae4ffd898549/Rajan_Mishra/Sadhana/Raga_Hamsadhwani-Alap__Bada_Khayal_In_Viambit_Teental_bb7a967a-4bb8-4cb8-9075-f2da540628e0	156.464662	1.562840113024883522e+02	1993.1689375	Hamsadhvāni	12
data\RagaDataset\audio\66dcff23-bcf4-4a32-82fb-e6bb679c0d5d.wav	66dcff23-bcf4-4a32-82fb-e6bb679c0d5d	595de771-fcc2-414c-9df6-ae4ffd898549	data\RagaDataset/Hindustani/audio/595de771-fcc2-414c-9df6-ae4ffd898549/Rajan_Mishra/Sadhana/Raga_Hamsadhwani-Tarana_In_Drut_Teental_66dcff23-bcf4-4a32-82fb-e6bb679c0d5d	156.464662	1.557433096991751995e+02	277.342	Hamsadhvāni	12
data\RagaDataset\audio\8aeccac0-75b0-4397-92b6-7bcfa0c427cc.wav	8aeccac0-75b0-4397-92b6-7bcfa0c427cc	595de771-fcc2-414c-9df6-ae4ffd898549	data\RagaDataset/Hindustani/audio/595de771-fcc2-414c-9df6-ae4ffd898549/Rajan_Mishra/Sadhana/Raga_Hamsadhwani-Bandish_In_Madhya_Ektal_8aeccac0-75b0-4397-92b6-7bcfa0c427cc	156.464662	1.558332965492355129e+02	584.515875	Hamsadhvāni	12
data\RagaDataset\audio\7feb93f7-eaa4-42d5-b366-709fd1dbbc2c.wav	7feb93f7-eaa4-42d5-b366-709fd1dbbc2c	595de771-fcc2-414c-9df6-ae4ffd898549	data\RagaDataset/Hindustani/audio/595de771-fcc2-414c-9df6-ae4ffd898549/Raghunandan_Panshikar/Classical_Vocal/Raag_Hamsadhwani_7feb93f7-eaa4-42d5-b366-709fd1dbbc2c	154.667512	1.544889362528118397e+02	1744.06525	Hamsadhvāni	12
data\RagaDataset\audio\06cc10fd-d57e-4581-9627-ee7422c273dd.wav	06cc10fd-d57e-4581-9627-ee7422c273dd	595de771-fcc2-414c-9df6-ae4ffd898549	data\RagaDataset/Hindustani/audio/595de771-fcc2-414c-9df6-ae4ffd898549/Jasraj/Legends:_Sangeet_Martand_Pandit_Jasraj_(Vol__5)/Raga_-_Hansdhwani_06cc10fd-d57e-4581-9627-ee7422c273dd	146.832384	1.470870457162990306e+02	517.56	Hamsadhvāni	12
data\RagaDataset\audio\39f429c9-ee16-414d-b8d0-fbf1d0bc6e79.wav	39f429c9-ee16-414d-b8d0-fbf1d0bc6e79	62b79291-73b0-4c77-a353-0f8bc6ed8362	data\RagaDataset/Hindustani/audio/62b79291-73b0-4c77-a353-0f8bc6ed8362/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Haare_-Haare_Haare_Piya_-_Desh_39f429c9-ee16-414d-b8d0-fbf1d0bc6e79	137.793088	1.373163601313835329e+02	611.1346875	Dēś	13
data\RagaDataset\audio\f0de74aa-416f-4da7-b2d8-c02cd6da978e.wav	f0de74aa-416f-4da7-b2d8-c02cd6da978e	62b79291-73b0-4c77-a353-0f8bc6ed8362	data\RagaDataset/Hindustani/audio/62b79291-73b0-4c77-a353-0f8bc6ed8362/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_3/Garajat_Baadar_Chaunk_Pari_Mai_f0de74aa-416f-4da7-b2d8-c02cd6da978e	130.059356	1.296093848114632294e+02	659.3044375	Dēś	13
data\RagaDataset\audio\97a04401-5a5a-4951-9b94-cce8fbc302cf.wav	97a04401-5a5a-4951-9b94-cce8fbc302cf	62b79291-73b0-4c77-a353-0f8bc6ed8362	data\RagaDataset/Hindustani/audio/62b79291-73b0-4c77-a353-0f8bc6ed8362/Sanjeev_Abhyankar/Jiyaraa/Manwaa_Naahi_Laage_97a04401-5a5a-4951-9b94-cce8fbc302cf	138.591315	1.379523645643445491e+02	559.8563125	Dēś	13
data\RagaDataset\audio\b97c32e5-f9ab-465d-b651-681016323409.wav	b97c32e5-f9ab-465d-b651-681016323409	62b79291-73b0-4c77-a353-0f8bc6ed8362	data\RagaDataset/Hindustani/audio/62b79291-73b0-4c77-a353-0f8bc6ed8362/Rashid_Khan/Vocal/Raga_Desh_b97c32e5-f9ab-465d-b651-681016323409	147.682975	1.474272815111648924e+02	544.4440625	Dēś	13
data\RagaDataset\audio\695a5b9b-fdbe-4a02-914f-b40f46df4367.wav	695a5b9b-fdbe-4a02-914f-b40f46df4367	62b79291-73b0-4c77-a353-0f8bc6ed8362	data\RagaDataset/Hindustani/audio/62b79291-73b0-4c77-a353-0f8bc6ed8362/Rashid_Khan/Live_At_Sunny_Towers_Vol-2/Karam_Kara_Dije_695a5b9b-fdbe-4a02-914f-b40f46df4367	148.538494	1.481956933769061777e+02	1109.368125	Dēś	13
data\RagaDataset\audio\c8724201-ecfd-44be-af53-5f436564d062.wav	c8724201-ecfd-44be-af53-5f436564d062	62b79291-73b0-4c77-a353-0f8bc6ed8362	data\RagaDataset/Hindustani/audio/62b79291-73b0-4c77-a353-0f8bc6ed8362/Ulhas_Kashalkar/Khayalnuma/Des_c8724201-ecfd-44be-af53-5f436564d062	160.12185	1.598446202484647927e+02	413.6750625	Dēś	13
data\RagaDataset\audio\a5381523-347b-47bc-8645-a95d24a9a666.wav	a5381523-347b-47bc-8645-a95d24a9a666	62b79291-73b0-4c77-a353-0f8bc6ed8362	data\RagaDataset/Hindustani/audio/62b79291-73b0-4c77-a353-0f8bc6ed8362/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_3/Nanadiya_Tora_Bhavan_Na_Bhave_a5381523-347b-47bc-8645-a95d24a9a666	130.059356	1.298341754706174811e+02	1800.751	Dēś	13
data\RagaDataset\audio\2d207bf5-90cf-4d74-8703-b3b0d52a531f.wav	2d207bf5-90cf-4d74-8703-b3b0d52a531f	64e5fb9e-5569-4e80-8e6c-f543af9469c7	data\RagaDataset/Hindustani/audio/64e5fb9e-5569-4e80-8e6c-f543af9469c7/Ulhas_Kashalkar/Masterpieces/Malkauns_Bada_Khyal_2d207bf5-90cf-4d74-8703-b3b0d52a531f	154.667512	1.543105666852994773e+02	2517.8121875	Mālkauns	14
data\RagaDataset\audio\64587462-6f9f-4439-8b48-6375a4fb1f6a.wav	64587462-6f9f-4439-8b48-6375a4fb1f6a	64e5fb9e-5569-4e80-8e6c-f543af9469c7	data\RagaDataset/Hindustani/audio/64e5fb9e-5569-4e80-8e6c-f543af9469c7/Gopal_Mishra/Kula_Sampada/Raga_Malkauns_64587462-6f9f-4439-8b48-6375a4fb1f6a	155.563492	1.556533749532806326e+02	3683.0563125	Mālkauns	14
data\RagaDataset\audio\3fc7b071-68c7-4a5a-bed5-7da6301931f4.wav	3fc7b071-68c7-4a5a-bed5-7da6301931f4	64e5fb9e-5569-4e80-8e6c-f543af9469c7	data\RagaDataset/Hindustani/audio/64e5fb9e-5569-4e80-8e6c-f543af9469c7/Bade_Ghulam_Ali_Khan/Hindustani_Vocal/Raga_Malkauns_3fc7b071-68c7-4a5a-bed5-7da6301931f4	138.5	1.405957167091575002e+02	1579.8073125	Mālkauns	14
data\RagaDataset\audio\f5d3cea0-50ad-461f-9aa2-20f2434ae1e8.wav	f5d3cea0-50ad-461f-9aa2-20f2434ae1e8	64e5fb9e-5569-4e80-8e6c-f543af9469c7	data\RagaDataset/Hindustani/audio/64e5fb9e-5569-4e80-8e6c-f543af9469c7/Rashid_Khan/The_Genius_Of_Ustad_Rashid_Khan/Raga_-_Malkauns_f5d3cea0-50ad-461f-9aa2-20f2434ae1e8	156.464662	1.568265900857868758e+02	1685.211375	Mālkauns	14
data\RagaDataset\audio\f149cad0-c5af-48d6-a726-ef3badb0169a.wav	f149cad0-c5af-48d6-a726-ef3badb0169a	64e5fb9e-5569-4e80-8e6c-f543af9469c7	data\RagaDataset/Hindustani/audio/64e5fb9e-5569-4e80-8e6c-f543af9469c7/Malini_Rajurkar/Classical_Vocal/Raga_Malkauns_f149cad0-c5af-48d6-a726-ef3badb0169a	220	2.238455322625909787e+02	1749.733875	Mālkauns	14
data\RagaDataset\audio\5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.wav	5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e	64e5fb9e-5569-4e80-8e6c-f543af9469c7	data\RagaDataset/Hindustani/audio/64e5fb9e-5569-4e80-8e6c-f543af9469c7/Kesarbai_Kerkar/20th_Century_Baithak_Series/Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e	195.997718	1.950941056249851613e+02	1829.4334375	Mālkauns	14
data\RagaDataset\audio\52944bc0-4639-4760-be76-f2720a20be81.wav	52944bc0-4639-4760-be76-f2720a20be81	64e5fb9e-5569-4e80-8e6c-f543af9469c7	data\RagaDataset/Hindustani/audio/64e5fb9e-5569-4e80-8e6c-f543af9469c7/Satyasheel_Deshpande/Raag_Malkauns,_Chandrakauns_&_Majh_Khamaj_Thumri/Raag_Malkauns_52944bc0-4639-4760-be76-f2720a20be81	141.013849	1.409324197267484919e+02	2286.733	Mālkauns	14
data\RagaDataset\audio\02915dfb-8e3d-40be-8f88-421afe81a697.wav	02915dfb-8e3d-40be-8f88-421afe81a697	6f13484e-6fdd-402d-baf3-3835835454d0	data\RagaDataset/Hindustani/audio/6f13484e-6fdd-402d-baf3-3835835454d0/Bhimsen_Joshi/Evergreen/Daiyya_Baat_Dubar_and_Langar_Kankariye_Jin_Maar_02915dfb-8e3d-40be-8f88-421afe81a697	156.464662	1.569172028438872246e+02	1146.2269375	Tōḍī	15
data\RagaDataset\audio\8bbf423e-c4ea-43b8-b496-dd84f2c28d2a.wav	8bbf423e-c4ea-43b8-b496-dd84f2c28d2a	6f13484e-6fdd-402d-baf3-3835835454d0	data\RagaDataset/Hindustani/audio/6f13484e-6fdd-402d-baf3-3835835454d0/Kaivalyakumar_Gurav/Kaivalyakumar_Vocal_Classical/Miyan_Ki_Todi_8bbf423e-c4ea-43b8-b496-dd84f2c28d2a	175.625645	1.754228714480385634e+02	1743.4905625	Tōḍī	15
data\RagaDataset\audio\25d5c348-023b-487b-b149-a46d553cedee.wav	25d5c348-023b-487b-b149-a46d553cedee	6f13484e-6fdd-402d-baf3-3835835454d0	data\RagaDataset/Hindustani/audio/6f13484e-6fdd-402d-baf3-3835835454d0/Omkar_Dadarkar/Raag_Ahir_Bhairon_&_Todi/Raag_Todi_25d5c348-023b-487b-b149-a46d553cedee	153.776693	1.531561740288024112e+02	1056.1446875	Tōḍī	15
data\RagaDataset\audio\b3dba394-97c1-4fa3-a291-0805fc642e0a.wav	b3dba394-97c1-4fa3-a291-0805fc642e0a	6f13484e-6fdd-402d-baf3-3835835454d0	data\RagaDataset/Hindustani/audio/6f13484e-6fdd-402d-baf3-3835835454d0/Prabha_Atre/Amrut_Prabha/Raag_Miyan_Ki_Todi_b3dba394-97c1-4fa3-a291-0805fc642e0a	238.529911	2.378420034585708152e+02	1574.7656875	Tōḍī	15
data\RagaDataset\audio\7a91131b-210d-45b1-a056-e12dd578cc68.wav	7a91131b-210d-45b1-a056-e12dd578cc68	6f13484e-6fdd-402d-baf3-3835835454d0	data\RagaDataset/Hindustani/audio/6f13484e-6fdd-402d-baf3-3835835454d0/Veena_Sahasrabuddhe/Tribute_To_Miyan_Tansen_Vol-1/Barkha_ki_Ritu_Aai_and_Sanch_Sanch_Ki_Je_7a91131b-210d-45b1-a056-e12dd578cc68	234.432110	2.340262218866214994e+02	1759.94775	Tōḍī	15
data\RagaDataset\audio\da623ecf-5590-4fc6-8d6d-d1f396d5021d.wav	da623ecf-5590-4fc6-8d6d-d1f396d5021d	6f13484e-6fdd-402d-baf3-3835835454d0	data\RagaDataset/Hindustani/audio/6f13484e-6fdd-402d-baf3-3835835454d0/Amir_Khan/Taskeen_(Vol__2)/Raga_Todi_da623ecf-5590-4fc6-8d6d-d1f396d5021d	139.394167	1.394747074869675600e+02	1654.543625	Tōḍī	15
data\RagaDataset\audio\3f162361-c4fa-46f9-bc56-58242d978449.wav	3f162361-c4fa-46f9-bc56-58242d978449	6f13484e-6fdd-402d-baf3-3835835454d0	data\RagaDataset/Hindustani/audio/6f13484e-6fdd-402d-baf3-3835835454d0/Kumar_Gandharva/Raag_Todi/Raag_Todi_3f162361-c4fa-46f9-bc56-58242d978449	187.146775	1.863916012345845274e+02	4265.65325	Tōḍī	15
data\RagaDataset\audio\6cb0fc24-76bf-48a8-8a45-8552b70127ea.wav	6cb0fc24-76bf-48a8-8a45-8552b70127ea	7591faad-e68a-4550-b675-8082842c6056	data\RagaDataset/Hindustani/audio/7591faad-e68a-4550-b675-8082842c6056/Jagdish_Prasad/Shraddhanjali:_Jagdish_Prasad/Raga_Bhageshri_6cb0fc24-76bf-48a8-8a45-8552b70127ea	146.83	1.487077771864566387e+02	1090.533875	Bāgēśrī	16
data\RagaDataset\audio\c6dfc5f0-34cb-4d1e-90a0-712a845beb38.wav	c6dfc5f0-34cb-4d1e-90a0-712a845beb38	7591faad-e68a-4550-b675-8082842c6056	data\RagaDataset/Hindustani/audio/7591faad-e68a-4550-b675-8082842c6056/Prabhakar_Karekar/Swarprabha/Mohe_Manavan_Aaya_and_Na_Daro_Rang_c6dfc5f0-34cb-4d1e-90a0-712a845beb38	146.832384	1.464935207776116783e+02	1565.5444375	Bāgēśrī	16
